timestamp,open,high,low,close,volume
1767052800000,87232.1,87336,87205,87295.3,36.86481989
1767053700000,87295.3,87368.8,87285.5,87293.6,13.42476149
1767054600000,87293.6,87293.7,87106,87132.5,38.92827626
1767055500000,87132.6,87266,87132.6,87245.8,14.94899596
1767056400000,87245.8,87281.1,87142.4,87219.1,23.01035059
1767057300000,87219,87294.3,87180.7,87193,16.4427205
1767058200000,87193,87274.5,87112.4,87267,37.47231653
1767059100000,87267,87351.5,87265,87306,27.99701329
1767060000000,87306,87319,87100,87206.5,28.47066496
1767060900000,87206.6,87333.6,87206.6,87233.6,15.30310495
1767061800000,87233.6,87266.4,86997.7,87146.1,132.31735538
1767062700000,87141.1,87141.1,86983.8,87104.4,36.17030615
1767063600000,87104.5,87106,86911.5,86926.1,31.96523847
1767064500000,86926,87301.4,86825.6,87275,80.75552313
1767065400000,87275,87313.3,87204.1,87265,37.25772925
1767066300000,87264.9,87419,87263,87366,39.73634559
1767067200000,87366,87418.1,87291.7,87321.1,12.89083815
1767068100000,87321,87488,87310,87449.1,21.03526951
1767069000000,87449,87469.5,87399.9,87442.9,10.99276656
1767069900000,87442.9,87458,87302.6,87302.6,29.01340089
1767070800000,87302.7,87383,87292.3,87366.9,18.03095224
1767071700000,87366.9,87367,87234.6,87274,14.36200642
1767072600000,87274.1,87274.1,87147.1,87237.1,19.16318857
1767073500000,87237,87256,87202.1,87251.9,5.65521552
1767074400000,87252,87333,87236.9,87332.9,9.69470623
1767075300000,87332.9,87423.8,87332.9,87379.7,7.04969002
1767076200000,87379.7,87499.9,87373.4,87488.9,19.54032758
1767077100000,87489,87520.9,87420,87441.9,14.5950085
1767078000000,87442,87540.2,87408.9,87526.1,51.74765714
1767078900000,87526.1,87625.7,87380,87423.1,64.59029142
1767079800000,87423.1,87536.9,87407.7,87491,41.62157024
1767080700000,87491,87515.7,87465.9,87496,45.01256603
1767081600000,87496.1,88020,87496.1,87875.3,129.53174661
1767082500000,87875.4,88228.7,87765.9,87831.4,145.31004207
1767083400000,87831.3,87971.9,87776.9,87900.6,45.10003932
1767084300000,87900.7,87987.5,87839,87866.4,22.24911685
1767085200000,87866.4,87918,87800,87800,24.18237664
1767086100000,87800.1,87800.1,87659,87691.7,53.17417679
1767087000000,87691.7,87852.4,87691.6,87851.6,36.68364562
1767087900000,87851.6,88030.2,87825,87986,48.53952296
1767088800000,87986,88137.2,87955.5,88021.6,38.76995199
1767089700000,88021.5,88078.1,87957.5,88010.7,19.13540857
1767090600000,88010.7,88162.6,87909,88151,25.54012456
1767091500000,88151,88178.7,87927,87953,27.05314112
1767092400000,87953.1,88029.5,87903.2,88013.9,20.15189783
1767093300000,88013.9,88027.7,87902,87928.8,36.67696898
1767094200000,87928.8,88001,87867.8,87874.9,9.94061134
1767095100000,87874.9,87937,87760.5,87899.2,26.11336072
1767096000000,87899.3,88063.7,87899.3,88042,29.03481779
1767096900000,88041.9,88085.9,87983.8,87995.9,17.55569761
1767097800000,87995.9,88064,87940.1,87993.9,13.9158413
1767098700000,87993.9,88031.7,87958,88022.7,25.65066899
1767099600000,88022.8,88052.3,87923.3,87956,71.35572142
1767100500000,87956,88137.5,87908,88086.6,33.09286294
1767101400000,88086.7,88134.8,87929.9,88069.6,23.98679544
1767102300000,88069.7,88134,88027,88110,27.98714203
1767103200000,88110.1,88110.1,87837,88030.1,37.51577337
