timestamp,open,high,low,close,volume
1709251200000,61150,61340.3,61128.4,61220.7,94.48050831
1709252100000,61220.7,61750.9,61188.6,61721.2,137.10253296
1709253000000,61721.2,61756.1,61514.5,61586.8,107.17598797
1709253900000,61580.1,61657,61455.4,61505.2,93.890085
1709254800000,61505.1,61505.1,61285.7,61346.1,106.37687315
1709255700000,61340.8,61573.5,61294.4,61500.1,90.56425299
1709256600000,61500.1,61500.1,61244,61408.7,115.15526493
1709257500000,61408.6,61432.2,61124,61214.6,102.4169348
1709258400000,61214.6,61214.6,60977.8,60977.8,147.7491625
1709259300000,60977.7,61033.2,60790.2,60933,141.36612717
1709260200000,60933.9,61064.7,60780,61025.1,112.54486001
1709261100000,61034.6,61060,60850,60980.3,116.97937074
1709262000000,60980.4,61075.5,60901.8,60949.1,109.14217901
1709262900000,60949.1,60980,60773.3,60789.8,162.7199665
1709263800000,60789.8,61012.4,60787.7,61004,98.64843243
1709264700000,61002.8,61222.2,60989.3,61105.3,162.41348886
1709265600000,61103.3,61200,61058.3,61179.9,40.41910316
1709266500000,61179.8,61424.6,61174,61350.9,100.0792349
1709267400000,61350.8,61395.9,61272.7,61305.5,80.07755091
1709268300000,61305.5,61523.7,61244.1,61523.7,106.88349871
1709269200000,61523.6,61545.6,61421.8,61500,88.35537041
1709270100000,61500,61526,61390.2,61424.7,51.44744983
1709271000000,61424.8,61510,61376,61483.5,87.59739106
1709271900000,61483.6,61504.4,61295.3,61312.1,74.48426049
1709272800000,61312,61484.3,61204.2,61484.2,62.94888176
1709273700000,61484.2,61764.6,61481,61667.6,206.53886951
1709274600000,61670,61678.6,61500.1,61548.2,82.46314735
1709275500000,61548.1,61622.7,61465,61572.2,70.74413157
1709276400000,61569.3,61730,61556,61701.4,162.74881793
1709277300000,61701.4,61772.1,61473.4,61473.5,152.30144617
1709278200000,61473.5,61540,61380.1,61426.8,224.51010591
1709279100000,61426.8,61599.9,61400,61441.9,391.79483819
1709280000000,61442,61540,61313.9,61512.2,139.78429264
1709280900000,61512.1,61886,61512.1,61852,198.09767916
1709281800000,61852.1,62288.7,61810.5,62154.5,313.86942603
