timestamp,open,high,low,close,volume
1704067200000,42284,42491.9,42259.7,42491.9,63.72483715
1704068100000,42491.9,42551.7,42408.9,42421.9,70.0069638
1704069000000,42420.9,42445.5,42352.9,42437.9,58.01788047
1704069900000,42437.9,42492,42417.6,42472.1,17.93849707
1704070800000,42472.1,42473.9,42423.8,42462,38.28219391
1704071700000,42462,42515,42462,42495,31.0360229
1704072600000,42494.9,42777.7,42494.9,42699.9,241.58797661
1704073500000,42699.9,42716,42613.9,42613.9,67.70121256
1704074400000,42613.9,42643.8,42534.8,42551.2,102.75010011
1704075300000,42551.8,42573.9,42527.7,42544.4,25.16928943
1704076200000,42544.3,42612.9,42532.3,42540,38.64549387
1704077100000,42540,42593.9,42500.1,42581.8,39.31827714
1704078000000,42581.7,42594.2,42502,42507.5,41.82913188
1704078900000,42507.5,42507.5,42399.9,42428.4,102.57981052
1704079800000,42428.5,42454.5,42209,42298.1,133.96471353
1704080700000,42296.2,42350,42226.8,42335.7,77.04246442
1704081600000,42335.7,42378,42273.9,42288.2,97.42388798
1704082500000,42288.3,42316.2,42203.1,42309.2,75.40988425
1704083400000,42309.1,42347.9,42282.1,42312.3,54.18414173
1704084300000,42312.3,42399.4,42304.1,42399.4,38.46200692
1704085200000,42398.1,42402.3,42316.2,42349.5,75.17831582
1704086100000,42350.5,42359.9,42290.5,42295,33.34470333
1704087000000,42295,42326,42278.5,42305.3,62.92231511
1704087900000,42305.3,42305.4,42182,42241,91.41850113
1704088800000,42239.6,42305,42206.4,42277.7,33.69947203
1704089700000,42277.7,42349,42266.1,42321.5,59.80929624
1704090600000,42321.4,42388,42310,42377.5,36.2847767
1704091500000,42377.4,42424,42368.2,42392.5,45.83273997
1704092400000,42392.5,42480.2,42392.5,42449.9,95.7193802
1704093300000,42449.9,42500,42432.1,42493.7,74.25123502
1704094200000,42493.6,42504.7,42450,42450.1,36.55691092
1704095100000,42450.1,42495.2,42433.8,42495.2,122.49228346
1704096000000,42495.3,42528,42454.1,42518.1,135.31440294
1704096900000,42518.1,42546.1,42480,42488.8,49.46887392
1704097800000,42488.8,42509.3,42463.1,42495.9,17.59420902
1704098700000,42495.8,42558.9,42489.8,42553.5,36.18912583
1704099600000,42553.5,42585,42534,42572.3,65.46447014
1704100500000,42572.3,42660.3,42572.3,42588.1,66.71275262
1704101400000,42588.2,42695,42588.2,42640.1,86.79105704
1704102300000,42640.1,42689.5,42621.2,42655,41.18181226
1704103200000,42653.5,42695,42646.2,42661.8,34.71993957
1704104100000,42661.8,42710.5,42627.4,42666.7,57.60064254
1704105000000,42666.8,42721.2,42662.1,42719.6,50.74715351
1704105900000,42719.6,42750,42687.8,42688.3,54.29748032
1704106800000,42688.3,42760.2,42684.6,42686,125.93190501
1704107700000,42686,42716,42653.4,42680.1,46.33217895
1704108600000,42680,42684.1,42602,42607.4,45.93090091
1704109500000,42607.4,42699.9,42607.4,42689.5,32.45552158
1704110400000,42689.5,42735.9,42616,42627.6,43.38141284
1704111300000,42627.7,42709.9,42627.7,42683.1,45.17756838
1704112200000,42683.2,42774,42668,42749.6,91.62078506
1704113100000,42749.7,42750,42646,42648.1,60.58356226
