timestamp,open,high,low,close,volume
1772323200000,66969.1,67122.1,66808.6,66908.9,105.55803352
1772324100000,66908.9,67028.6,66756.8,66779.1,58.73442837
1772325000000,66779,66830.1,66619.2,66640.5,32.58408287
1772325900000,66640,66873.4,66639.4,66789.7,126.35721881
1772326800000,66789.1,66797.2,66187.9,66304.6,222.64764051
1772327700000,66304.6,66458.2,66057.1,66348,78.77775562
1772328600000,66349.7,66777.4,66290.5,66628.5,45.83296791
1772329500000,66630.5,67704.9,66619.4,67343.4,363.20519325
1772330400000,67343.5,68194.4,67331.9,67889,414.36602589
1772331300000,67894.5,68093.3,67628.3,67758.9,113.74569692
1772332200000,67758.9,68093.4,67654.2,68062.1,160.40136787
1772333100000,68062.2,68161.7,67613.1,67613.1,154.10011575
1772334000000,67612.6,67809.5,67610.4,67727.1,45.42293614
1772334900000,67727,67754.5,67395.4,67561.6,72.268668
1772335800000,67561.5,67651.1,67434,67636.1,46.85026694
1772336700000,67636.1,67691.2,67418.7,67504.1,186.76556013
1772337600000,67504.1,67611.9,67278.6,67288.7,99.52865288
1772338500000,67282.9,67343.4,67042,67315.7,108.0027869
1772339400000,67315.7,67441.2,67252.9,67397.1,85.84554311
1772340300000,67398.5,67412,67290.4,67342.9,16.58240821
1772341200000,67344,67453.1,67202.2,67326.8,51.73113558
1772342100000,67327.3,67565.9,67317.9,67460.8,50.52313528
1772343000000,67460.7,67560,67370.5,67382.5,41.60313824
1772343900000,67382.6,67435,67274.4,67295.1,78.89679435
1772344800000,67295.2,67343.5,66917.9,67080.1,114.55920194
1772345700000,67080.1,67168.5,66964.5,67047.8,56.72215761
1772346600000,67047.8,67087.1,66796.7,66926.8,197.68008903
1772347500000,66926.8,66966.6,66774.7,66923.7,43.62591392
1772348400000,66923.6,67065.9,66779.9,67019.5,110.99327054
1772349300000,67019.6,67070,66950,66982.8,82.8951628
1772350200000,66982.7,67240.8,66903.3,67094.9,113.02948064
1772351100000,67094.9,67175.1,67081.4,67139.4,79.92980396
1772352000000,67139.4,67281.3,66916.6,67263.3,57.25265113
1772352900000,67263.3,67299.9,67125.1,67227.8,145.00811874
1772353800000,67227.8,67259.7,67142.8,67144,35.73644922
1772354700000,67144,67152.5,66460.2,66559.6,315.09688096
1772355600000,66563.4,66698.4,66358,66587,84.00872497
1772356500000,66587,66774.6,66545,66617.3,75.56008096
1772357400000,66617.3,66652.9,66269.2,66296.9,108.23491757
1772358300000,66296.9,66438.9,66247.1,66410.1,109.12448268
1772359200000,66410.1,66544.1,66205.5,66523,76.57620834
1772360100000,66519.3,66602.4,66436.3,66576.5,23.12320638
1772361000000,66576.5,66730.4,66396.5,66400.9,66.38845608
1772361900000,66401.5,66519.8,66369,66467.4,22.77999946
1772362800000,66467.4,66555,66445.7,66510.1,27.68734608
1772363700000,66510.1,66662.6,66509.5,66557.9,29.30032091
1772364600000,66557.8,66585.7,66376,66387,20.20686601
1772365500000,66390.9,66510,66386,66468.5,18.80063148
1772366400000,66468.5,66552.7,66435.6,66507.5,27.70507354
1772367300000,66507.5,66560.1,66410.5,66416.5,28.61473623
1772368200000,66416.5,66513,66248.4,66485.5,38.68967492
1772369100000,66485.5,66507.5,66293.2,66296.1,33.87173956
1772370000000,66296.2,66423.5,66206.5,66306.8,21.08652799
1772370900000,66307.4,66411.9,66130.8,66318.8,55.5690171
1772371800000,66318.8,66383.5,66240.8,66352.4,39.09758207
1772372700000,66352.4,67363.7,66345.9,66948.1,381.70498604
1772373600000,66948.1,67315.5,66844.3,67072,181.88734071
1772374500000,67072.6,67124.9,66762.4,66927.2,95.86964388
1772375400000,66927.3,67056.9,66755.6,66836.5,52.48075779
1772376300000,66836.6,66981.8,66772.2,66854.5,44.99851454
1772377200000,66853,67110.9,66837.5,67110.9,111.31174114
1772378100000,67111,67244,66999.9,67079.4,117.4796034
1772379000000,67079.5,67228.4,67079.5,67208.5,36.64232626
1772379900000,67208.5,67246.5,66819.3,66841.6,98.8564588
1772380800000,66844.4,67027.7,66677.6,66945.8,99.65873911
1772381700000,66945.8,67111.5,66813.6,67025,57.82121543
1772382600000,67025.9,67068.9,66833,66833,35.41579408
1772383500000,66833.1,66841.2,65821.3,66139.8,516.89910605
