timestamp,open,high,low,close,volume
1774310400000,70900,71082.2,70889.6,71075,33.84932251
1774310460000,71072.1,71093.5,70975.1,70984,13.28109407
1774310520000,70984.1,71035.9,70947,70973,4.31354687
1774310580000,70973,70988.9,70913.5,70922.9,3.02071678
1774310640000,70922.9,70936.6,70913.4,70916.9,6.74214875
1774310700000,70916.1,70920,70880,70892,2.43126442
1774310760000,70896.8,70936.1,70896,70913.9,0.71765496
1774310820000,70913.9,70964,70907.1,70929.1,1.42543267
1774310880000,70934.6,70938,70908.8,70910.9,1.30835474
1774310940000,70911,70911,70797.1,70803,4.01954455
1774311000000,70801.4,70868.9,70782.1,70855,3.10833617
1774311060000,70857,70869,70842.7,70867.9,0.28211769
1774311120000,70866.1,70873.9,70786.7,70805.1,1.43636904
1774311180000,70806.9,70807.9,70776.8,70801,0.70395415
1774311240000,70800.1,70822.6,70776.7,70776.7,0.88424881
1774311300000,70776,70790.1,70692,70715.9,1.17285302
1774311360000,70715.9,70731,70678.6,70691.3,0.71890135
1774311420000,70691.2,70698.9,70656.1,70670.4,0.58595088
1774311480000,70672.9,70690,70669.9,70682,0.21134374
1774311540000,70681.1,70822.9,70656.1,70803,4.70437366
1774311600000,70803,70806.8,70691,70699.1,4.95206646
1774311660000,70699,70806.7,70699,70775,5.12445116
1774311720000,70775.8,70775.8,70747,70754.8,1.24147013
1774311780000,70753.1,70762,70691,70751,1.18613926
1774311840000,70751,70785.1,70744.1,70759.9,2.40473936
1774311900000,70758.1,70788.7,70738,70788.7,2.24461396
1774311960000,70789.6,70816.8,70761.1,70761.1,0.96705647
1774312020000,70765.8,70786.8,70727,70734,0.25041403
1774312080000,70737.4,70737.9,70688.1,70695.4,0.29314236
1774312140000,70695.4,70717,70675.5,70717,1.00359148
1774312200000,70717.8,70730.9,70687.3,70687.3,1.23258471
1774312260000,70687.2,70713.3,70602.6,70607,9.80549103
1774312320000,70606.9,70606.9,70547.7,70552.6,3.59188642
1774312380000,70552.5,70614.5,70552.5,70577.1,6.35171021
1774312440000,70577.1,70681,70577.1,70658.7,0.83860486
1774312500000,70657.1,70657.1,70613.1,70636.5,0.93667315
1774312560000,70643.9,70694,70643.9,70665.5,0.66475013
1774312620000,70667.9,70701.9,70667.9,70680,0.26727043
1774312680000,70679.9,70679.9,70500,70513.9,11.94597598
1774312740000,70514.3,70567.2,70421.2,70564,44.08419433
1774312800000,70565.4,70661,70511.9,70661,1.8853319
1774312860000,70661.1,70685.9,70631.1,70645.8,2.62305868
1774312920000,70646,70655.4,70614.1,70655,1.0263363
1774312980000,70655,70655,70636.1,70654.9,0.50108389
